,ENGINE_COOLANT_TEMP,AMBIENT_AIR_TEMP,ENGINE_LOAD,MAF,THROTTLE_POS,SPEED,ENGINE_RPM,FUEL_LEVEL,LOG_ENGINE_RPM,LOG_MAF
59,82.0,4.0,36.9,4.38,20.4,0.0,818,54.9,6.706862337825241,1.477048952698831
60,82.0,4.0,37.3,4.07,20.4,0.0,814,54.5,6.701960367231042,1.4036432451547192
61,82.0,4.0,37.3,4.1,20.4,0.0,792,54.5,6.674561393077052,1.4109872176126714
62,82.0,4.0,36.1,4.26,20.4,0.0,803,54.5,6.688354715192092,1.4492693950230355
63,83.0,4.0,40.8,4.66,21.2,12.0,797,54.5,6.68085468004492,1.5390156627298062
64,83.0,4.0,18.8,4.02,22.0,16.0,1062,54.9,6.9679092027435034,1.3912821513871176
65,83.0,4.0,51.4,10.28,29.0,23.0,1356,54.9,7.212294469237804,2.3302003573032786
66,83.0,4.0,18.8,3.51,20.0,26.0,1227,55.3,7.112327445525907,1.2556163223780188
67,83.0,4.0,63.5,12.46,30.2,30.0,1342,55.7,7.201916318276783,2.5225235936161257
68,83.0,4.0,16.1,3.31,20.8,25.0,1401,56.1,7.244941547050783,1.1969484915037296
69,83.0,4.0,20.4,2.95,18.8,17.0,1109,55.7,7.011213988252081,1.0818055093347219
70,84.0,4.0,85.1,11.55,30.6,23.0,935,55.7,6.840546530358206,2.4466855235478855
71,84.0,4.0,74.1,12.86,30.6,27.0,1187,56.5,7.0791843954521285,2.554121796569968
72,84.0,4.0,68.2,13.71,31.0,29.0,1359,57.3,7.214504414886979,2.6181255665136804
73,84.0,4.0,64.3,13.61,31.0,30.0,1477,58.4,7.297768283208428,2.6108048901387577
74,84.0,4.0,36.5,4.04,18.4,29.0,963,58.4,6.870053412836548,1.3962449394977805
75,84.0,4.0,26.3,3.16,18.8,26.0,899,57.6,6.8012830355839675,1.150572344054467
76,84.0,4.0,39.6,4.41,20.0,26.0,734,57.6,6.598509029976913,1.4838749162160987
77,84.0,4.0,36.9,7.09,25.5,30.0,1348,57.3,7.206377292214092,1.9586854815877497
78,84.0,4.0,33.7,7.63,25.9,33.0,1536,56.9,7.33693691435866,2.032087976357956
79,84.0,4.0,18.0,4.16,22.0,30.0,1570,56.9,7.3588308989792965,1.4255153146577584
80,84.0,4.0,18.0,4.01,21.2,27.0,1442,56.5,7.2737863185383755,1.3887914906950054
81,83.0,4.0,19.6,3.61,20.4,23.0,1282,56.1,7.156176638260646,1.2837080493530615
82,83.0,4.0,20.8,3.66,19.2,20.0,1109,56.1,7.011213988252081,1.2974634206372813
83,83.0,4.0,37.6,5.38,23.1,20.0,1001,56.1,6.908754780314221,1.6826885600472816
84,83.0,4.0,45.1,6.6,25.9,9.0,1004,56.1,6.911747301247691,1.88706980054752
85,83.0,4.0,38.0,4.4,20.4,0.0,782,56.1,6.661854741824084,1.481604768196917
86,84.0,4.0,62.7,16.79,32.2,9.0,1767,57.3,7.477038472885628,2.820783530648709
87,84.0,4.0,69.0,11.82,30.2,17.0,1183,58.0,7.075808864823696,2.469793096580317
88,84.0,4.0,43.1,5.52,24.7,9.0,831,57.6,6.7226297960588175,1.7083780414484078
89,84.0,4.0,77.6,14.86,32.5,22.0,984,55.7,6.891625898068513,2.6986731065843617
90,84.0,4.0,62.0,13.87,31.0,32.0,1515,56.9,7.323170718603536,2.629728306424791
91,85.0,4.0,80.0,12.14,30.6,35.0,1083,56.9,6.9874902479243515,2.4965058680036716
92,85.0,4.0,64.3,11.01,29.4,36.0,1187,57.3,7.0791843954521285,2.398804041561106
93,85.0,4.0,51.4,8.4,27.1,34.0,1226,57.3,7.111512117311817,2.1282318248968797
94,85.0,4.0,41.2,7.47,26.3,34.0,1100,56.9,7.003065459695553,2.0108951330135256
95,85.0,4.0,45.5,7.73,26.3,36.0,1155,56.9,7.0518556238216945,2.0451089919654284
96,85.0,4.0,45.5,7.96,26.7,37.0,1244,56.9,7.126087274102983,2.0744291254844245
97,85.0,4.0,37.3,6.62,25.1,38.0,1243,56.9,7.125283092315216,1.8900955210063073
98,84.0,4.0,15.3,3.14,19.6,38.0,1252,56.5,7.132497552458766,1.1442231183914489
99,84.0,4.0,39.6,7.71,26.3,40.0,1307,56.5,7.175489714389333,2.0425183172769157
100,84.0,4.0,18.0,3.4,20.4,37.0,1309,56.5,7.177018766673842,1.2237757257397195
101,83.0,4.0,36.1,4.0,19.2,31.0,836,56.1,6.728628614280874,1.3862946111198593
102,83.0,4.0,18.0,3.5,20.4,24.0,1300,56.1,7.170119544218859,1.252763254209613
103,83.0,4.0,20.8,3.42,19.6,24.0,1160,55.7,7.056175284962479,1.229640843472132
104,82.0,4.0,53.7,9.93,28.6,29.0,1255,55.7,7.134890852362697,2.295560578762011
105,82.0,4.0,49.0,6.59,25.1,35.0,929,55.3,6.834108739890265,1.8855535002594725
106,83.0,4.0,23.9,1.98,17.6,31.0,933,55.3,6.838405201919155,0.6830973497568213
107,83.0,4.0,47.5,11.04,30.6,34.0,1189,54.9,7.080867897531824,2.401525131428655
108,83.0,4.0,62.7,16.6,32.2,41.0,1778,55.3,7.483244416636279,2.8094027556034598
109,82.0,4.0,21.2,3.34,18.8,39.0,1135,56.1,7.03438793079656,1.2059711063897618
110,82.0,4.0,45.5,7.05,25.9,38.0,1096,56.1,6.99942246842037,1.9530277586681388
111,82.0,4.0,18.8,2.94,18.8,37.0,1025,56.1,6.932447892548119,1.0784099214865868
112,82.0,4.0,46.3,8.25,27.1,36.0,1185,56.1,7.077498054413113,2.1102133215587036
113,83.0,4.0,46.3,8.38,26.7,36.0,1199,56.1,7.089243155861543,2.1258480338257266
114,83.0,4.0,40.8,7.09,25.5,35.0,1229,56.1,7.113956110379704,1.9586854815877497
115,83.0,4.0,20.4,3.23,18.8,32.0,1137,55.7,7.036148494630043,1.1724824468320405
116,83.0,4.0,19.2,4.03,21.6,29.0,1540,55.3,7.339537696057025,1.3937666240975188
117,82.0,4.0,40.4,8.37,26.7,31.0,1431,54.9,7.266128780255263,2.1246540039756896
118,82.0,4.0,41.6,9.46,27.8,32.0,1543,55.3,7.341483853011249,2.2470724887720266
119,82.0,4.0,41.2,7.24,25.9,34.0,1074,55.3,6.979145275999909,1.9796213445191624
120,83.0,4.0,47.8,9.8,28.2,42.0,1419,55.7,7.257707677864764,2.2823824877173373
121,82.0,4.0,17.3,3.48,20.4,39.0,1380,55.7,7.229838778875888,1.2470325811426635
122,82.0,4.0,19.2,3.65,20.0,35.0,1244,55.7,7.126087274102983,1.2947274415669654
123,82.0,4.0,44.7,11.36,29.0,36.0,1760,55.3,7.473069088600379,2.4300985013211704
124,82.0,4.0,32.9,8.54,27.5,36.0,1751,55.7,7.467942332856954,2.1447611248964904
125,82.0,4.0,19.6,3.5,18.8,34.0,1183,55.7,7.075808864823696,1.252763254209613
126,83.0,4.0,39.6,6.79,25.1,35.0,1139,55.7,7.037905964325145,1.915451088845999
127,83.0,4.0,41.6,6.97,25.5,36.0,1174,55.7,7.068172001239831,1.9416153682444452
128,82.0,4.0,40.8,7.31,25.9,37.0,1238,55.7,7.121252454052296,1.9892434105605834
129,82.0,4.0,36.9,4.11,20.4,0.0,797,54.1,6.68085468004492,1.4134232718171162
130,83.0,4.0,35.7,4.21,20.4,0.0,807,54.1,6.693323669509106,1.437462885223953
131,83.0,4.0,42.0,6.29,26.7,11.0,781,54.1,6.660575151120096,1.8389612296948485
132,83.0,4.0,14.1,3.22,23.1,19.0,1330,55.3,7.192934221967679,1.169381670115275
133,82.0,4.0,69.8,19.96,32.5,27.0,1867,56.1,7.532088144077341,2.9937303209835173
134,82.0,4.0,60.4,12.29,30.2,32.0,1391,56.5,7.237778192642351,2.508786004944905
135,82.0,4.0,53.7,12.65,30.2,35.0,1609,56.5,7.383368147613887,2.5376572942249096
136,82.0,4.0,55.7,13.38,30.6,34.0,1649,56.9,7.407924323166027,2.5937611294384952
137,83.0,4.0,59.6,14.03,31.0,31.0,1537,57.3,7.337587744189214,2.6411979653902042
138,83.0,4.0,62.4,14.13,31.0,31.0,1563,57.6,7.354362331061272,2.648300267467842
139,83.0,4.0,57.6,13.41,30.6,33.0,1632,58.0,7.397561536136798,2.5960007718647997
140,83.0,4.0,54.5,12.71,30.6,32.0,1604,58.0,7.380255789049901,2.542389163879566
141,83.0,4.0,54.1,12.83,30.2,33.0,1611,58.0,7.384610383797707,2.551786256569865
142,83.0,4.0,50.6,12.31,30.2,35.0,1650,58.4,7.408530567500687,2.510412021431127
143,83.0,4.0,21.6,2.77,19.2,33.0,1031,58.0,6.938284484986892,1.0188476812100125
144,83.0,4.0,47.5,7.67,26.3,33.0,1099,57.6,7.0021559553135395,2.037316745757253
145,83.0,4.0,19.6,3.1,18.8,30.0,1068,57.6,6.97354302045647,1.1314024340716937
146,83.0,4.0,24.7,4.02,19.6,22.0,803,57.3,6.688354715192092,1.3912821513871176
147,83.0,4.0,26.7,3.3,19.2,12.0,847,56.5,6.741700695832692,1.1939227715026917
148,83.0,4.0,38.4,4.14,20.8,4.0,777,55.7,6.655440351654649,1.4206960293830875
149,83.0,4.0,36.9,4.15,20.4,0.0,798,55.3,6.682108598702942,1.4231085752064334
150,83.0,4.0,23.9,3.5,19.2,24.0,1237,55.3,7.120444373200895,1.252763254209613
151,83.0,4.0,37.6,4.08,20.4,13.0,789,54.9,6.670766322113302,1.4060972335140796
152,83.0,4.0,49.8,8.84,22.7,18.0,1640,54.9,7.4024515214280004,2.1792869897717173
153,83.0,4.0,63.9,10.38,29.0,26.0,1109,54.9,7.011213988252081,2.3398809740768516
154,83.0,4.0,59.6,11.72,29.8,30.0,1346,55.7,7.204892510947615,2.461296869473095
155,83.0,4.0,37.6,8.27,26.7,30.0,1501,56.1,7.313886832299684,2.112634629954577
156,83.0,4.0,39.2,9.01,27.5,31.0,1539,56.5,7.338888134488652,2.1983351826080315
157,83.0,4.0,43.1,9.67,28.2,30.0,1526,56.5,7.33040521249971,2.2690284128778138
158,83.0,4.0,50.2,10.95,29.4,29.0,1469,56.5,7.292337176854613,2.3933395475867063
159,83.0,4.0,48.6,10.25,28.6,29.0,1451,56.9,7.280008253573368,2.327277803145388
160,83.0,4.0,20.8,3.17,20.0,25.0,1424,56.9,7.261225092674168,1.1537319033465527
161,83.0,4.0,19.2,3.7,19.6,18.0,1209,56.9,7.097548851441923,1.3083330899204126
162,83.0,4.0,56.1,9.02,27.1,26.0,1207,55.7,7.0958932219260324,2.199444444939271
163,83.0,4.0,18.0,3.27,20.0,27.0,1253,55.7,7.133295955694153,1.184790290719513
164,83.0,4.0,32.5,6.82,25.1,31.0,1373,55.7,7.224753406496303,1.919859618482926
165,83.0,4.0,15.3,4.0,22.0,33.0,1570,55.7,7.3588308989792965,1.3862946111198593
166,83.0,4.0,24.7,3.52,19.6,34.0,1125,55.7,7.02553831552741,1.2584612737008745
167,83.0,4.0,20.8,3.45,19.6,35.0,1162,55.7,7.057897938272442,1.238374520898299
168,82.0,4.0,21.2,3.58,19.2,32.0,1113,55.3,7.014814352174017,1.2753630797421789
169,82.0,4.0,20.0,3.27,18.8,31.0,1067,55.3,6.97260625223896,1.184790290719513
170,82.0,4.0,19.6,3.05,18.8,31.0,1040,55.3,6.946975993096957,1.115141918488119
171,82.0,4.0,21.6,3.16,18.8,33.0,1058,54.9,6.964135613363425,1.150572344054467
172,82.0,4.0,23.1,3.55,19.2,32.0,1086,54.9,6.990256501414692,1.2669478851774256
173,82.0,4.0,22.4,3.29,19.2,31.0,1081,54.9,6.985641818564278,1.1908878687286022
174,82.0,4.0,36.5,8.17,26.7,31.0,1527,54.9,7.331060305873511,2.100469031270925
175,82.0,4.0,36.9,8.46,27.1,30.0,1538,54.9,7.338238150715784,2.1353492918214347
176,82.0,4.0,45.1,9.82,28.2,30.0,1484,55.3,7.3024964244011805,2.284421224199363
177,82.0,4.0,48.2,10.4,29.0,30.0,1479,55.3,7.299121463386933,2.3418059023011684
178,82.0,4.0,47.1,10.56,29.0,31.0,1518,55.7,7.325148958614337,2.357073372975081
179,82.0,4.0,20.4,1.98,18.8,29.0,998,55.7,6.905753277313468,0.6830973497568213
180,82.0,4.0,41.2,3.9,17.6,26.0,950,55.7,6.856461985647218,1.3609768095458243
181,83.0,4.0,40.8,4.26,19.6,20.0,771,55.7,6.647688374860346,1.4492693950230355
182,83.0,4.0,22.4,3.21,19.2,15.0,928,55.3,6.833031733863787,1.1662712486683557
183,83.0,4.0,37.6,4.36,21.6,11.0,720,55.3,6.57925121339899,1.472472286718715
184,83.0,4.0,40.4,4.69,20.8,6.0,789,55.3,6.670766322113302,1.5454327956777816
185,83.0,4.0,34.5,3.83,20.0,3.0,810,54.9,6.697034248901052,1.3428650642891264
186,83.0,4.0,38.8,4.06,20.4,1.0,793,54.9,6.675823222895882,1.4011832199190295
187,83.0,4.0,38.4,4.3,20.4,0.0,798,54.9,6.682108598702942,1.4586152552576293
188,83.0,4.0,36.9,4.34,20.4,0.0,805,54.9,6.690842278660799,1.4678745785270335
189,83.0,4.0,36.9,3.94,20.4,0.0,809,55.3,6.695798918294586,1.3711809771169168
190,83.0,4.0,36.5,4.27,20.4,0.0,801,55.3,6.685860948316798,1.4516140614325432
191,83.0,4.0,38.0,4.29,20.4,0.0,804,55.3,6.689599270422748,1.4562869660401316
192,83.0,4.0,37.3,4.26,20.4,0.0,779,55.7,6.658011047154445,1.4492693950230355
193,83.0,4.0,40.4,4.31,20.4,0.0,786,55.7,6.6669567937014715,1.4609381361341909
194,84.0,4.0,79.6,7.95,28.6,13.0,723,55.7,6.58340922354189,2.0731720544523964
195,84.0,4.0,55.3,12.74,30.6,23.0,1196,56.9,7.086737935346697,2.54474672863695
196,84.0,4.0,66.7,13.04,30.6,31.0,1330,57.3,7.192934221967679,2.5680216331856203
197,85.0,4.0,51.8,8.4,27.1,33.0,1108,57.6,7.010311868209756,2.1282318248968797
198,85.0,4.0,51.0,8.21,26.7,33.0,1111,57.6,7.01301579053972,2.1053530452670093
199,86.0,4.0,50.6,8.39,27.1,34.0,1122,57.3,7.022868086973907,2.127040639668619
200,86.0,4.0,54.5,8.88,27.5,34.0,1122,57.3,7.022868086973907,2.183801669616685
201,86.0,4.0,52.2,8.78,27.5,35.0,1144,57.3,7.042286172813869,2.1724765215422353
202,86.0,4.0,51.8,8.97,27.5,37.0,1210,57.3,7.098375639417233,2.193885787553419
203,85.0,4.0,49.8,9.31,27.8,39.0,1256,57.3,7.135687347824322,2.2310891987003556
204,85.0,4.0,51.0,9.48,28.2,39.0,1296,57.3,7.167037877683825,2.249184421752157
205,85.0,4.0,50.6,9.54,28.2,36.0,1293,57.3,7.164720379545253,2.2554935902819926
206,85.0,4.0,46.7,12.1,29.8,34.0,1766,57.3,7.476472381730157,2.49320553524732
207,84.0,4.0,53.7,13.35,30.6,32.0,1666,57.3,7.418180823327028,2.5915164597526226
208,84.0,4.0,55.3,13.76,30.6,37.0,1683,57.6,7.428333194784983,2.6217659051796134
209,84.0,4.0,47.5,8.44,27.1,38.0,1236,57.6,7.119635638826698,2.132982427091271
210,84.0,4.0,47.8,8.71,27.5,38.0,1268,57.6,7.145196135785815,2.1644719056749673
211,84.0,4.0,45.9,8.84,27.5,39.0,1296,57.6,7.167037877683825,2.1792869897717173
212,84.0,4.0,44.7,7.75,26.3,37.0,1219,56.9,7.105786130301616,2.0476929723975053
213,84.0,4.0,52.2,9.87,28.6,40.0,1325,56.9,7.18916773917504,2.2894999547625074
214,84.0,4.0,18.0,3.3,19.2,37.0,1304,56.5,7.1731917432534695,1.1939227715026917
215,84.0,4.0,20.0,3.43,20.0,36.0,1209,56.5,7.097548851441923,1.2325605527229957
216,84.0,4.0,38.8,4.79,20.0,38.0,1234,56.1,7.118016205275706,1.5665306201910694
217,83.0,4.0,27.1,5.0,22.4,38.0,1269,56.1,7.14598446850241,1.6094381124340804
218,83.0,4.0,18.0,3.48,20.4,39.0,1270,55.7,7.146772180240038,1.2470325811426635
219,83.0,4.0,28.6,5.43,23.1,38.0,1295,55.7,7.166265974905839,1.6919393181078897
220,82.0,4.0,38.8,7.43,25.5,36.0,1278,55.7,7.153051635719953,2.0055259933191607
221,82.0,4.0,59.6,14.06,30.6,34.0,1610,56.1,7.383989458599626,2.6433339575062718
222,82.0,4.0,48.6,12.66,30.2,37.0,1734,56.9,7.458186157917188,2.5384474957049683
223,82.0,4.0,20.4,5.51,23.5,38.0,1848,56.9,7.521859252742755,1.70656480465301
224,82.0,4.0,17.6,4.93,22.7,36.0,1849,56.5,7.522400231927958,1.5953391908943346
225,82.0,4.0,18.0,4.72,22.4,34.0,1758,56.1,7.471932078813951,1.5518090114618484
226,82.0,4.0,27.1,5.93,24.3,32.0,1523,55.7,7.32843735355176,1.7800243816436838
227,82.0,4.0,26.3,6.23,24.3,32.0,1578,55.7,7.363913502039533,1.8293764933129926
228,82.0,4.0,25.9,6.37,24.7,33.0,1608,55.3,7.382746450360802,1.851599626569931
229,82.0,4.0,26.3,6.48,25.1,33.0,1650,55.3,7.408530567500687,1.868720664685159
230,82.0,4.0,17.6,4.39,21.6,29.0,1621,55.3,7.390798522352579,1.479329454877487
231,82.0,4.0,18.8,3.92,21.2,24.0,1421,55.3,7.25911612880083,1.3660919089043795
232,82.0,4.0,21.6,3.6,19.6,15.0,1169,54.5,7.0639039623275,1.2809341232398035
233,82.0,4.0,38.8,4.23,20.4,10.0,801,52.5,6.685860948316798,1.4422022294647783
234,82.0,4.0,58.8,11.41,29.8,16.0,1316,53.7,7.182352112645141,2.4344902515163995
235,83.0,4.0,83.1,12.97,31.0,28.0,1095,54.5,6.998509643163843,2.562639075429352
236,83.0,4.0,54.5,9.12,27.5,34.0,1157,56.9,7.053585728057981,2.2104699137353565
237,83.0,4.0,69.0,10.39,29.0,31.0,1059,57.3,6.965080346545694,2.340843901357522
238,83.0,4.0,69.8,10.47,29.0,31.0,1021,57.3,6.928537819144098,2.3485141203934248
239,83.0,4.0,66.3,11.08,29.4,39.0,1137,57.3,7.036148494630043,2.405141771571841
240,83.0,4.0,15.3,3.03,20.0,39.0,1304,57.3,7.1731917432534695,1.1085629495542266
241,83.0,4.0,19.6,3.62,20.4,39.0,1301,56.9,7.170888479281145,1.2864743020807354
242,83.0,4.0,19.2,3.52,20.4,37.0,1284,56.5,7.157735485028723,1.2584612737008745
243,83.0,4.0,40.8,7.34,25.9,35.0,1213,56.5,7.100851909768452,1.993338978866197
244,82.0,4.0,40.0,6.73,25.1,31.0,1160,56.1,7.056175284962479,1.9065752922450356
245,82.0,4.0,46.7,11.02,29.4,30.0,1512,56.1,7.321188557400854,2.399711894468866
246,82.0,4.0,59.2,13.38,30.6,33.0,1528,56.1,7.331714970380916,2.5937611294384952
247,83.0,4.0,58.0,14.29,31.0,36.0,1687,56.5,7.430707083138737,2.65956006192078
248,83.0,4.0,28.2,4.82,21.6,35.0,1777,56.9,7.482681828717397,1.5727741355313671
249,83.0,4.0,40.4,6.72,25.1,34.0,1153,56.5,7.050122521136362,1.905088303344571
250,83.0,4.0,40.4,6.45,24.7,33.0,1127,56.5,7.027314514927088,1.864080285846429
251,83.0,4.0,40.4,6.42,24.3,32.0,1103,56.1,7.005789020160121,1.8594182734650975
252,83.0,4.0,17.6,2.76,18.8,33.0,1040,55.7,6.946975993096957,1.0152310420478337
253,83.0,4.0,22.7,3.71,19.2,36.0,1140,55.3,7.038783542265734,1.3110321461610865
254,83.0,4.0,18.8,3.37,20.0,37.0,1214,55.3,7.101675972443167,1.2149130411001314
255,83.0,4.0,19.6,3.57,20.4,36.0,1248,55.3,7.129297549730655,1.2725658759035532
256,83.0,4.0,20.0,3.49,20.0,32.0,1179,55.3,7.072421901385548,1.2499020227472462
257,83.0,4.0,21.2,2.89,18.8,26.0,936,54.9,6.841615477545968,1.0612568481450422
258,83.0,4.0,37.3,4.58,22.7,25.0,816,54.9,6.704414356189597,1.5216992164666812
259,83.0,4.0,42.4,7.78,26.3,28.0,1277,54.9,7.152268856815625,2.0515564667249966
260,83.0,4.0,40.4,8.3,26.7,32.0,1422,55.3,7.259819611066421,2.116255635284473
261,83.0,4.0,36.9,8.89,27.5,32.0,1626,55.3,7.393878290722762,2.1849271620117463
262,82.0,4.0,36.1,5.24,23.1,33.0,1070,55.3,6.975413928390531,1.6563216891726273
263,82.0,4.0,33.3,5.41,23.1,33.0,1102,54.9,7.004881990620301,1.6882492777012568
264,82.0,4.0,31.4,5.17,22.7,33.0,1124,54.9,7.0246490313433165,1.6428728819439167
265,83.0,4.0,23.5,3.76,19.6,33.0,1124,54.9,7.0246490313433165,1.3244192233592145
266,83.0,4.0,22.7,3.42,19.2,31.0,1070,54.9,6.975413928390531,1.229640843472132
267,83.0,4.0,27.5,3.89,19.6,29.0,1035,54.9,6.942156706665653,1.3584094146997308
268,83.0,4.0,32.9,4.72,21.6,29.0,983,54.9,6.89060912116446,1.5518090114618484
269,83.0,4.0,33.3,4.76,22.0,29.0,972,54.9,6.879355805489245,1.5602478783273401
270,83.0,4.0,40.0,5.64,23.1,29.0,972,54.9,6.879355805489245,1.7298842428149164
271,83.0,4.0,30.6,1.98,17.3,27.0,969,54.9,6.876264612922758,0.6830973497568213
272,83.0,4.0,27.1,3.42,19.2,22.0,899,54.9,6.8012830355839675,1.229640843472132
273,83.0,4.0,20.0,3.72,18.8,13.0,901,54.5,6.803505258718216,1.3137239371022233
274,83.0,4.0,21.2,2.88,18.8,13.0,1003,54.1,6.910750788958945,1.0577906413700164
275,83.0,4.0,34.1,5.11,21.6,3.0,819,53.3,6.708084085074071,1.6311995999103102
276,82.0,4.0,62.7,9.83,28.6,12.0,851,52.5,6.746412129748462,2.2854390358884697
